page,chunk
6215,86358H-RG-6 .. Structured Asset Mortgage Inve SAMI 2002-AR5 X 0.497% 05/19/33 ............................................ ..11/01/2025 . Paydown .................... ..................... ..................... .........
6215,86359L-JG-5 .. Structured Asset Mortgage Inve SAMI 2005-AR2 MX 0.000% 05/25/45 ............................................ ..07/01/2025 . Paydown .................... ..................... ..................... ........
6217,878048-AH-0 .. TBW Mortgage-Backed Trust Seri TBW 2006-2 4A1 6.000% 07/25/36 ............................................ ..08/01/2025 . Paydown .................... ..................... ..................... ..........
6217,88156E-AA-4 .. Terwin Mortgage Trust 2006-17H TMTS 2006-17HE A2A 4.006% 01/25/38 ............................................ ..03/25/2025 . Paydown .................... ..................... ..................... ......
6218,929103-AA-7 .. Voyager HRBVW DEL TR VHVML 2009-1 PUJ0 6.839% 08/20/45 ..................................................... ..12/19/2025 . Paydown .................... ..................... ..................... ........
6220,93364B-AG-5 .. WaMu Mortgage Pass-Through Cer WAMU 2007-OA5 2XPP 0.000% 06/25/47 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ......
6220,93364C-AG-3 ... WaMu Mortgage Pass-Through Cer WAMU 2007-OA4 2XPP 0.000% 05/25/47 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .....
6220,93935Q-AE-7 ... Washington Mutual Mortgage Pas WMALT 2007-OA2 CX1 0.000% 01/25/47 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .....
6221,94985G-BF-2 .. Wells Fargo Alternative Loan 2 WFALT 2007-PA3 3A7 0.250% 07/25/37 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ......
6222,00214W-AA-9 .. APS Resecuritization Trust 201 APS 2016-3 1A ...... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6222,007036-UR-5 .. Adjustable Rate Mortgage Trust ARMT 2005-11 5A2 ... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6222,02148D-AF-7 .. Alternative Loan Trust 2007-HY CWALT 2007-HY3 3A2 ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ..................... 
6222,02660U-AL-4 .. American Home Mortgage Assets AHMA 2006-3 3A12 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6222,07401L-AS-2 .. Bear Stearns Mortgage Funding BSMF 2006-AR1 2B1 ... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6222,1248P1-AA-2 .. Credit-Based Asset Servicing a CBASS 2006-CB8 A1 . ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6222,126378-AN-8 .. CSMC Mortgage-Backed Trust 200 CSMC 2007-1 1M1 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6222,12657X-AJ-7 .. CSMC 2021-JR1 Trust CSMC 2021-JR1 SA ................. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .................
6222,12662T-AC-4 .. CSMC Series 2022-7R CSMC 2022-7R 1A2 ................. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .................
6222,126683-AB-7 .. CWHEQ Home Equity Loan Trust S CWL 2006-S5 A2 ..... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,126694-MU-9 .. CHL Mortgage Pass-Through Trus CWHL 2005-26 1A10 . ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6223,126694-X7-8 .. CHL Mortgage Pass-Through Trus CWHL 2006-9 A14 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,17313F-AK-8 .. Citigroup Mortgage Loan Trust CMLTI 2007-AR8 1B1 . ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6223,225458-UZ-9 ... Credit Suisse First Boston Mor CSFB 2005-5 DB3 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6223,23242M-AA-9 ... CWHEQ Home Equity Loan Trust S CWL 2006-S3 A1 ..... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6223,25151T-AE-0 .. Deutsche Alt-A Securities Mort DBALT 2007-BAR1 A5 ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ..................... 
6223,25151V-AB-1 .. Deutsche Alt-A Securities Mort DBALT 2007-OA1 A2 . ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6223,35563P-AE-9 ... Freddie Mac Seasoned Credit Ri SCRT 2016-1 M2 ...... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ..................
6223,361856-BJ-5 .. GMACM Home Equity Loan Trust 2 GMACM 2001-HE2 IA2 ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ..................... 
6223,3622MW-AC-7 .. GSR Mortgage Loan Trust 2007-3 GSR 2007-3F 2A1 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,3622MW-AF-0 .. GSR Mortgage Loan Trust 2007-3 GSR 2007-3F 2A5 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,41161M-AA-8 .. HarborView Mortgage Loan Trust HVMLT 2006-5 1A1A . ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6223,41161P-L5-0 .. HarborView Mortgage Loan Trust HVMLT 2006-4 2A1B . ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6223,45668R-AE-8 .. IndyMac INDX Mortgage Loan Tru INDX 2007-FLX2 A3 .. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,466278-AB-4 .. JP Morgan Alternative Loan Tru JPALT 2007-A2 11A2 ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ..................... 
6223,466284-AM-8 .. JP Morgan Alternative Loan Tru JPALT 2006-A5 2A2 .. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,493553-BM-2 ... Keystone Owner Trust KEYOT 1998-P2 B1 ............... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .................
6223,525161-AD-7 .. Lehman XS Trust Series 2006-GP LXS 2006-GP4 2A2 ... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,52523D-AB-6 ... Lehman XS Trust 2006-9 LXS 2006-9 A1B ............... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .................
6223,525245-AE-6 ... Lehman XS Trust 2007-3 LXS 2007-3 1BA3 .............. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .................
6223,525245-AM-8 ... Lehman XS Trust 2007-3 LXS 2007-3 3BA2 .............. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .................
6223,52524P-AX-0 ... Lehman XS Trust 2007-6 LXS 2007-6 A3 ................. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ................
6223,55027A-AW-0 .. Luminent Mortgage Trust 2006-3 LUM 2006-3 12A3 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,55265W-DV-2 ... MASTR Seasoned Securitization MSSTR 2005-2 B2 ...... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ..................
6223,55292A-AE-8 .. MASTR Asset Securitization Tru MASTR 2007-1 1A5 .. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6223,57645D-AK-8 .. MASTR Alternative Loan Trust 2 MALT 2006-3 2A5 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,57645R-AB-7 .. MASTR Adjustable Rate Mortgage MARM 2007-HF1 A2 ... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,57645T-AC-1 .. MASTR Adjustable Rate Mortgage MARM 2007-HF2 A3 ... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,76113F-AZ-3 .. Residential Asset Securitizati RAST 2006-A6 2A10 . ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6223,785778-NJ-6 .. SACO I Trust 2005-10 SACO 2005-10 2M1 ............... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ..................
6223,863579-VP-0 .. Structured Adjustable Rate Mor SARM 2005-17 4A1 ... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,86358H-RG-6 .. Structured Asset Mortgage Inve SAMI 2002-AR5 X .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,86359D-RS-8 ... Structured Asset Securities Co SASC 2005-RF5 1A ... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6223,86362T-AC-1 .. Structured Adjustable Rate Mor SARM 2007-1 1A2 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,863911-AC-7 .. Structured Asset Securities Co SASC 2006-RF4 2A1 . ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6223,881561-WT-7 .. Terwin Mortgage Trust 2005-9HG TMTS 2005-9HGS M2 . ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6223,92925V-AN-0 ... WaMu Mortgage Pass-Through Cer WAMU 2007-HY1 4A2 .. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6223,92926W-AC-1 .. WaMu Mortgage Pass-Through Cer WAMU 2007-OA1 A1C . ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6223,93934F-MP-4 ... Washington Mutual Mortgage Pas WMALT 2006-AR2 A1B ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6223,939355-AG-8 ... Washington Mutual Mortgage Pas WMALT 2007-OA3 CA1C ................................................................. ..01/01/2025 . Paydown .................... ..................... .....................
6223,93935L-AE-8 .. Washington Mutual Mortgage Pas WMALT 2006-AR8 3A1C ................................................................. ..01/01/2025 . Paydown .................... ..................... ..................... 
6223,93935L-AG-3 ... Washington Mutual Mortgage Pas WMALT 2006-AR8 CA1C ................................................................. ..01/01/2025 . Paydown .................... ..................... .....................
6223,93935N-AD-6 ... Washington Mutual Mortgage Pas WMALT 2007-OA1 CA1C ................................................................. ..01/01/2025 . Paydown .................... ..................... .....................
6223,93935Q-AC-1 ... Washington Mutual Mortgage Pas WMALT 2007-OA2 CA1B ................................................................. ..01/01/2025 . Paydown .................... ..................... .....................
6223,93936M-AB-1 .. Washington Mutual Mortgage Pas WMALT 2007-OA4 A1B ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ..................... 
6223,94983L-AA-5 .. Wells Fargo Mortgage Backed Se WFMBS 2006-2 1A1 ... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,94983L-BB-2 .. Wells Fargo Mortgage Backed Se WFMBS 2006-2 3A1 ... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,02660K-AB-8 .. American Home Mortgage Assets AHMA 2006-5 A2 ....... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6223,05535D-BF-0 .. BlackRock Capital Finance LP BCF 1997-R2 2B1 ....... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6223,05541Y-BC-3 .. BCAP LLC 2012-RR11-I Trust BCAP 2012-RR11 8A4 ..... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6223,073879-RC-4 .. Bear Stearns Asset Backed Secu BSABS 2005-HE2 M4 . ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6223,07389P-AE-0 .. Bear Stearns Asset Backed Secu BSABS 2006-AQ1 1M1 ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ..................... 
6224,12629E-CK-9 .. CSAB Mortgage-Backed Trust 200 CSAB 2007-1 4A4 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,12638D-AF-3 .. CSMC Mortgage-Backed Trust 200 CSMC 2007-7 2A3 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,12662J-AA-0 .. CSMCM 2022-RPL1 Trust CSMCM 2022-RPL1 CERT ......... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6224,17315G-AF-5 .. Citigroup Mortgage Loan Trust CMLTI 2009-5 3A2 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,17319N-AZ-2 .. Citigroup Mortgage Loan Trust CMLTI 2012-7 12A2 ... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,23246L-AB-5 .. CWABS Asset-Backed Certificate CWL 2007-BC3 2A1 .. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6224,23332U-FU-3 ... DSLA Mortgage Loan Trust 2005- DSLA 2005-AR6 1A1A ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6224,36190B-AH-2 .. GSMSC Pass-Through Trust 2009- GSMSC 2009-5R 4A2 .. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,362636-AK-8 .. GSR Mortgage Loan Trust 2007-2 GSR 2007-2F 2A5 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,39538C-AH-5 ... GreenPoint Mortgage Funding Tr GPMF 2006-AR7 2A1 .. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6224,39538W-HC-5 ... GreenPoint Mortgage Funding Tr GPMF 2006-AR3 3A1 .. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6224,41161M-AE-0 .. HarborView Mortgage Loan Trust HVMLT 2006-5 2A1C . ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6224,43739E-CQ-8 ... HOMEBANC MORTGAGE TRUST HMBT_0 HMBT 2006-1 3A1 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6224,45254T-SN-5 ... Impac Secured Assets Corp Seri IMSA 2005-2 A1M .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6224,45254T-UD-4 ... Impac Secured Assets Trust 200 IMSA 2006-1 1A12 .. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,45660L-WG-0 .. IndyMac INDX Mortgage Loan Tru INDX 2005-AR18 2A3A ................................................................. ..01/01/2025 . Paydown .................... ..................... ..................... 
6224,45668G-AB-8 .. IndyMac INDX Mortgage Loan Tru INDX 2006-AR14 1A1B ................................................................. ..01/01/2025 . Paydown .................... ..................... ..................... 
6224,466247-ST-1 .. JP Morgan Mortgage Trust 2005- JPMMT 2005-A5 IB2 .. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,466286-AE-1 .. JMA_06-A7 JMA_06-A7-1A5 ................................. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ..............
6224,46629E-AE-3 .. J.P. MORGAN ALTERNATIVE LOAN T JPALT 2006-A4 A5 ... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,525221-GA-9 ... Lehman XS Trust Series 2005-10 LXS 2005-10 2A3A ... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6224,525221-JH-1 ... Lehman XS Trust 2006-3 LXS 2006-3 A2 ................. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ................
6224,52522H-AK-8 ... Lehman XS Trust 2006-8 LXS 2006-8 3A2 ............... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .................
6224,525237-BF-9 ... Lehman XS Trust 2007-10H LXS 2007-10H 1A11 ......... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ..................
6224,52523L-AB-8 .. Lehman XS Trust 2006-13 LXS 2006-13 1A2 ............. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ..................
6224,52523Q-AB-7 ... Lehman XS Trust 2006-20 LXS 2006-20 A2 .............. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .................
6224,52523Y-AB-0 .. Lehman XS Trust 2006-19 LXS 2006-19 A2 .............. ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ..................
6224,525245-AG-1 ... Lehman XS Trust 2007-3 LXS 2007-3 2A2 ................ ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ................
6224,52524M-AB-5 ... Lehman XS Trust 2007-9 LXS 2007-9 1A1 ............... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .................
6224,52525L-AT-7 .. Lehman XS Trust 2007-14H LXS 2007-14H A211 ......... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6224,59020U-K5-3 ... Merrill Lynch Mortgage Investo MLMI 2005-SL3 M2 ... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6224,65535Y-AA-0 .. Nomura Asset Acceptance Corp A NAA 2006-S2 A1 ..... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,749691-BN-0 .. RPMLT 2014-1 RPMLT 2014-1 B3K .......................... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...............
6224,749691-BP-5 .. RPMLT 2014-1 RPMLT 2014-1 B3L .......................... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...............
6224,75114H-AJ-6 .. RALI Series 2006-QO5 Trust RALI 2006-QO5 3A3 ...... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,75114H-AL-1 .. RALI Series 2006-QO5 Trust RALI 2006-QO5 3A5 ...... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,751150-AB-9 .. RALI Series 2006-QO7 Trust RALI 2006-QO7 1A2 ...... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,751150-AE-3 .. RALI Series 2006-QO7 Trust RALI 2006-QO7 2A2 ...... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,75115F-AB-6 .. RALI Series 2006-QO8 Trust RALI 2006-QO8 1A1B ..... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,75115F-AR-1 .. RALI Series 2006-QO8 Trust RALI 2006-QO8 1A4B ..... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,863579-P9-3 ... Structured Adjustable Rate Mor SARM 2006-1 5A2 .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...................
6224,86359D-KR-7 .. Lehman XS Trust Series 2005-1 LXS 2005-1 3A2A ..... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6224,881561-F2-5 .. Terwin Mortgage Trust Series T TMTS 2005-18AL A2 . ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .....................
6224,939346-AD-4 ... Washington Mutual Mortgage Pas WMALT 2006-AR9 CA1C ................................................................. ..01/01/2025 . Paydown .................... ..................... .....................
6224,93935A-AG-7 .. Washington Mutual Mortgage Pas WMALT 2006-AR5 5A1B ................................................................. ..01/01/2025 . Paydown .................... ..................... ..................... 
6224,94981S-AK-0 .. WFMBS 2005-16 B5 WFMBS 2005-16 A7 .................... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... .................
6225,05554F-AG-0 .. BBCMS Mortgage Trust 2023-C22 BBCMS 2023-C22 XA 0.387% 11/15/56 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6225,05554V-AC-4 ... BBCMS Mortgage Trust 2024-5C25 BBCMS 2024-5C25 XA 1.193% 03/15/57 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .....
6225,060352-AG-6 .. BANK 2017-BNK6 BANK 2017-BNK6 XA 0.762% 07/15/60 ................................................................. ..12/01/2025 . Paydown .................... ..................... ..................... ..
6225,065402-BD-0 .. BANK 2019-BNK18 BANK 2019-BN18 XA IO 0.880% 05/15/62 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ..........
6226,06540X-BH-3 .. BANK 2019-BNK22 BANK 2019-BN22 XA 0.579% 11/15/62 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... .............
6226,06644V-CC-2 .. BANK5 2024-5YR9 BANK5 2024-5YR9 XA 1.028% 08/15/57 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... ............
6226,06650C-AM-5 .. BANK5 Trust 2025-5YR13 BANK5 2025-5YR13 XA 1.062% 01/15/58 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .............
6226,08161C-AG-6 .. Benchmark 2018-B2 Mortgage Tru BMARK 2018-B2 XA IO 0.430% 02/15/51 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .....
6226,08162B-BG-6 .. Benchmark 2019-B11 Mortgage Tr BMARK 2019-B11 XA 0.965% 05/15/52 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .......
6226,08163E-BE-4 .. Benchmark 2021-B26 Mortgage Tr BMARK 2021-B26 XA IO 0.844% 06/15/54 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ....
6226,081915-AC-4 .. Benchmark 2024-V12 Mortgage Tr BMARK 2024-V12 XA 0.847% 12/15/57 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .......
6226,081927-AC-9 .. Benchmark 2024-V6 Mortgage Tru BMARK 2024-V6 XA IO 1.335% 03/15/57 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .....
6226,09661X-AD-0 .. BMO 2024-5C8 Mortgage Trust BMO 2024-5C8 XA 1.021% 12/15/57 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ............
6226,12515B-AF-5 .. CD 2019-CD8 Mortgage Trust CD 2019-CD8 XA 1.382% 08/15/57 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... .....
6226,12515G-AJ-6 .. CD 2017-CD3 Mortgage Trust CD 2017-CD3 XA 0.976% 02/10/50 ..................................................... ..12/01/2025 . Paydown .................... ..................... ..................... .....
6227,12593A-BB-0 .. COMM 2015-CCRE23 Mortgage Trus COMM 2015-CR23 XA 0.653% 05/10/48 ............................................ ..04/01/2025 . Paydown .................... ..................... ..................... .......
6227,12636M-AG-3 .. CSAIL 2016-C6 Commercial Mortg CSAIL 2016-C6 XA 1.751% 01/15/49 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6227,17328H-BF-7 .. Citigroup Commercial Mortgage CGCMT 2019-GC43 XA 0.597% 11/10/52 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .......
6227,22945D-AL-7 ... CSAIL 2019-C15 Commercial Mort CSAIL 2019-C15 XA 0.987% 03/15/52 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ......
6227,36252S-AX-5 ... GS Mortgage Securities Trust 2 GSMS 2019-GC38 XA 1.005% 02/10/52 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ......
6227,36253P-AE-2 ... GS Mortgage Securities Trust 2 GSMS 2017-GS6 XA 0.994% 05/10/50 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .......
6227,46590T-AG-0 .. JPMDB Commercial Mortgage Secu JPMDB 2017-C5 XA 0.893% 03/15/50 ............................................ ..11/01/2025 . Paydown .................... ..................... ..................... ........
6227,46644A-BH-4 .. JPMBB Commercial Mortgage Secu JPMBB 2015-C27 XA 0.705% 02/15/48 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... .......
6228,61692C-BK-3 .. Morgan Stanley Capital I Trust MSC 2021-L6 XA 1.141% 06/15/54 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ..........
6228,61768H-AX-4 .. Morgan Stanley Capital I Trust MSC 2019-L2 XA 0.991% 03/15/52 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ..........
6229,94989Y-BC-6 .. Wells Fargo Commercial Mortgag WFCM 2016-C32 XA 0.956% 01/15/59 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6229,95000T-BV-7 .. Wells Fargo Commercial Mortgag WFCM 2017-RB1 XA 1.188% 03/15/50 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6229,95004J-AD-6 .. Wells Fargo Commercial Mortgag WFCM 2025-5C3 XA 0.814% 01/15/58 ............................................ ..12/01/2025 . Paydown .................... ..................... ..................... ........
6230,06211U-CD-5 .. BANK5 2024-5YR7 BANK5 2024-5YR7 C ..................... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ................
6230,081927-AG-0 .. Benchmark 2024-V6 Mortgage Tru BMARK 2024-V6 C .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6230,59319M-AA-1 .. MF1 2023-FL12 LLC MF1 2023-FL12 A ..................... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ................
6230,59319M-AE-3 .. MF1 2023-FL12 LLC MF1 2023-FL12 B ..................... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ................
6240,03771B-AG-1 .. Apidos Clo Xlix APID 2024-49A C 5.765% 10/24/37 ................................................................. ..02/19/2025 . ORIX Life - Custody .... ..................... ..................... .......
6244,14919B-AJ-5 .. Cathedral Lake V Ltd CATLK 2018-5A C 6.582% 10/21/30 ..................................................... ..01/10/2025 . Paydown .................... ..................... ..................... ..........
6245,171519-AE-1 .. Churchill MMSLF CLO-I LP CHMML 2021-2A C 6.796% 10/01/32 ..................................................... ..01/23/2025 . Paydown .................... ..................... ..................... ......
6246,25256J-AE-6 .. Diameter Capital CLO 8 Ltd DCLO 2024-8A A2 5.684% 10/20/37 ............................................ ..01/01/2025 . AARE - PACS Trust AAM . ..................... ..................... ..................
6246,25256J-AG-1 .. Diameter Capital CLO 8 Ltd DCLO 2024-8A B 5.984% 10/20/37 ..................................................... ..01/01/2025 . AARE - PACS Trust AAM . ..................... ..................... ..........
6248,34966P-AE-5 .. Fortress Credit BSL XXII Ltd FCBSL 2024-3A B 5.810% 10/23/37 ............................................ ..02/01/2025 . ORIX Life - Custody .... ..................... ..................... ...............
6256,700162-AN-0 .. Park Avenue Institutional Advi PAIA 2016-1A BR 6.360% 08/23/31 ............................................ ..01/22/2025 . Paydown .................... ..................... ..................... .........
6256,700162-AQ-3 .. Park Avenue Institutional Advi PAIA 2016-1A CR 7.190% 08/23/31 ............................................ ..01/11/2025 . Paydown .................... ..................... ..................... .........
6260,89821J-AA-6 .. TruPS Financials Note Securiti TFINS 2019-1A A1 6.602% 02/02/39 ............................................ ..01/01/2025 . Various ................... ..................... ..................... .........
6264,BCC37D-JW-8 .. Tikehau CLO VII DAC TIKEH 7A B1 5.784% 10/20/35 ................................................................. ..01/21/2025 . Paydown .................... ..................... ..................... ...
6264,000000-00-0 .. Bastille Euro CLO 2020-3 DAC BAST 2020-3A B2 2.300% 01/15/34 ............................................ ..02/07/2025 . Various ................... ..................... ..................... ............
6264,34961X-AA-1 .. Fortress Credit Opportunities FCO 2018-11A E 11.316% 04/15/31 ........................................... ..02/21/2025 . Paydown .................... ..................... ..................... ...........
6264,000000-00-0 .. Monroe Capital Private Credit A ........................ ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ...............
6264,15674#-AB-5 .. Cerberus Onshore Levered IV LL CERB IV LEVERED .... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ....................
6264,054978-AC-5 .. BBAM US CLO I Ltd BBAM 2022-1A A2 ..................... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ................
6264,05555J-AE-6 .. Bbam US Clo IV Ltd BBAM 2024-4A A2 .................... ..01/01/2025 . Paydown .................... ..................... ..................... ...................... ..................... ................
